"timestamp","distance","accumulated_power","enhanced_speed","enhanced_altitude","power","vertical_oscillation","stance_time_percent","stance_time","vertical_ratio","stance_time_balance","step_length","heart_rate","cadence","activity_type","fractional_cadence","run_id","context","geometry"
2025-10-12 10:35:45,5427.99,551686,2.967,203.6,297,102.6,655.35,286,8.99,655.35,1141,180,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702898.09826181, 1112123.13522672)
2025-10-12 10:35:46,5431.3,551984,2.976,203.6,298,103.1,655.35,285,9,655.35,1144,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702896.83907364, 1112120.62563466)
2025-10-12 10:35:47,5433.96,552287,3.014,203.4,303,103.4,655.35,285,8.92,655.35,1159,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702895.71349211, 1112117.87601354)
2025-10-12 10:35:48,5437.16,552590,3.014,203.4,303,103.4,655.35,285,8.92,655.35,1159,181,79,"running",0,"Ascona_Locarno_10k","race",c(2702894.74551807, 1112114.99860054)
2025-10-12 10:35:49,5439.91,552890,3.014,203.4,300,101.6,655.35,281,8.87,655.35,1144,181,79,"running",0,"Ascona_Locarno_10k","race",c(2702893.97574019, 1112111.89157411)
2025-10-12 10:35:50,5442.52,553189,3.014,203.2,299,101.6,655.35,281,8.87,655.35,1144,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702893.93759855, 1112109.17905481)
2025-10-12 10:35:51,5445.53,553487,3.014,203.2,298,103.4,655.35,285,8.92,655.35,1159,180,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702894.57948613, 1112105.70459222)
2025-10-12 10:35:52,5448.49,553785,3.004,203.2,298,105.3,655.35,289,8.99,655.35,1170,181,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702895.41955052, 1112102.76468583)
2025-10-12 10:35:53,5451.51,554082,3.004,203,297,105.3,655.35,289,8.99,655.35,1170,180,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702896.6561476, 1112100.12040575)
2025-10-12 10:35:54,5454.56,554378,2.995,203,296,105.2,655.35,289,9.01,655.35,1166,180,78,"running",0,"Ascona_Locarno_10k","race",c(2702898.27949189, 1112097.58520317)
2025-10-12 10:35:55,5458.07,554672,2.995,203,294,103.2,655.35,285,8.96,655.35,1151,180,78,"running",0,"Ascona_Locarno_10k","race",c(2702899.5731205, 1112094.25227512)
2025-10-12 10:35:56,5460.85,554965,2.995,203,293,103.2,655.35,285,8.96,655.35,1151,181,78,"running",0,"Ascona_Locarno_10k","race",c(2702900.80370982, 1112091.96202141)
2025-10-12 10:35:57,5463.73,555258,2.995,203.2,293,103.2,655.35,285,8.96,655.35,1151,181,78,"running",0,"Ascona_Locarno_10k","race",c(2702902.1598519, 1112089.52479343)
2025-10-12 10:35:58,5466.87,555551,2.995,203.2,293,103.2,655.35,285,8.96,655.35,1151,181,78,"running",0,"Ascona_Locarno_10k","race",c(2702903.64439447, 1112086.77289497)
2025-10-12 10:35:59,5469.95,555845,2.995,203.2,294,103.2,655.35,285,8.96,655.35,1151,181,78,"running",0,"Ascona_Locarno_10k","race",c(2702905.36313798, 1112083.95973961)
2025-10-12 10:36:00,5472.73,556139,2.995,203.4,294,103.2,655.35,285,8.96,655.35,1151,181,78,"running",0,"Ascona_Locarno_10k","race",c(2702906.59830787, 1112081.78139453)
2025-10-12 10:36:01,5475.74,556434,2.995,203.4,295,103.2,655.35,285,8.96,655.35,1151,181,78,"running",0,"Ascona_Locarno_10k","race",c(2702907.75422197, 1112078.93072528)
2025-10-12 10:36:02,5479,556729,2.986,203.4,295,103.2,655.35,285,8.98,655.35,1148,180,78,"running",0,"Ascona_Locarno_10k","race",c(2702907.5545665, 1112075.05056974)
2025-10-12 10:36:03,5481.94,557024,2.986,203.4,295,103.2,655.35,285,8.98,655.35,1148,180,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702906.56069134, 1112072.17271499)
2025-10-12 10:36:04,5485.45,557321,2.986,203.4,297,105.1,655.35,289,9.03,655.35,1163,180,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702905.88787713, 1112069.07665259)
2025-10-12 10:36:05,5488.81,557620,2.995,203.4,299,105.2,655.35,289,9.01,655.35,1166,181,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702905.19960387, 1112065.36526406)
2025-10-12 10:36:06,5492.36,557920,2.995,203.4,300,105.2,655.35,289,9.01,655.35,1166,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702905.10970138, 1112061.50561052)
2025-10-12 10:36:07,5496.01,558221,3.004,203.4,301,103.3,655.35,285,8.94,655.35,1155,180,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702905.50950033, 1112058.17614446)
2025-10-12 10:36:08,5499.47,558525,3.023,203.6,304,103.9,655.35,284,8.93,655.35,1162,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702906.26999097, 1112054.96463284)
2025-10-12 10:36:09,5502.91,558832,3.042,203.6,307,104.1,655.35,284,8.89,655.35,1169,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702906.90778848, 1112051.35031459)
2025-10-12 10:36:10,5506.09,559141,3.051,203.6,309,104.1,655.35,284,8.87,655.35,1173,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702907.4822396, 1112048.41521846)
2025-10-12 10:36:11,5509.34,559451,3.06,203.6,310,104.6,655.35,283,8.89,655.35,1177,180,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702908.60673502, 1112045.50810082)
2025-10-12 10:36:12,5512.1,559763,3.07,203.6,312,104.7,655.35,283,8.87,655.35,1180,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702909.58909021, 1112042.96201644)
2025-10-12 10:36:13,5514.93,560074,3.07,203.4,311,104.7,655.35,283,8.87,655.35,1180,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702910.84324241, 1112040.04778169)
2025-10-12 10:36:14,5517.93,560386,3.07,203.4,312,104.7,655.35,283,8.87,655.35,1180,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702912.27962878, 1112037.46281192)
2025-10-12 10:36:15,5521.27,560697,3.06,203.6,311,104.6,655.35,283,8.89,655.35,1177,181,79,"running",0,"Ascona_Locarno_10k","race",c(2702913.52889057, 1112034.45530316)
2025-10-12 10:36:16,5524.57,561006,3.06,203.6,309,102.7,655.35,279,8.84,655.35,1162,181,79,"running",0,"Ascona_Locarno_10k","race",c(2702914.91491626, 1112031.40352138)
2025-10-12 10:36:17,5527.68,561316,3.06,203.6,310,102.7,655.35,279,8.84,655.35,1162,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702916.0024558, 1112028.76603267)
2025-10-12 10:36:18,5531.12,561629,3.07,203.6,313,104.7,655.35,283,8.87,655.35,1180,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702917.40616815, 1112025.81706239)
2025-10-12 10:36:19,5534.01,561943,3.07,203.6,314,104.7,655.35,283,8.87,655.35,1180,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702918.90494776, 1112022.99085579)
2025-10-12 10:36:20,5536.96,562257,3.07,203.6,314,104.7,655.35,283,8.87,655.35,1180,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702920.36582892, 1112020.10809103)
2025-10-12 10:36:21,5540.32,562571,3.07,203.6,314,104.7,655.35,283,8.87,655.35,1180,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702921.39763053, 1112017.32055025)
2025-10-12 10:36:22,5543.29,562884,3.07,203.6,313,104.7,655.35,283,8.87,655.35,1180,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702922.61593818, 1112014.61073024)
2025-10-12 10:36:23,5546.36,563196,3.07,203.4,312,104.7,655.35,283,8.87,655.35,1180,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702923.37834128, 1112011.28742316)
2025-10-12 10:36:24,5549.02,563508,3.07,203.4,312,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702923.91093585, 1112008.91076638)
2025-10-12 10:36:25,5552.08,563820,3.07,203.4,312,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702924.86141558, 1112005.95410034)
2025-10-12 10:36:26,5555.34,564131,3.07,203.4,311,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702925.76831258, 1112002.89418364)
2025-10-12 10:36:27,5558.28,564442,3.07,203.4,311,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702926.34435893, 1111999.86592461)
2025-10-12 10:36:28,5561.4,564753,3.07,203.4,311,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702927.2054462, 1111997.2152726)
2025-10-12 10:36:29,5564.23,565063,3.07,203.4,310,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702927.96768297, 1111994.28336737)
2025-10-12 10:36:30,5567.34,565372,3.06,203.4,309,104.6,655.35,283,8.89,655.35,1177,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702929.09173532, 1111991.02211795)
2025-10-12 10:36:31,5570.11,565681,3.06,203.4,309,104.6,655.35,283,8.89,655.35,1177,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702930.16680004, 1111988.73854725)
2025-10-12 10:36:32,5573.15,565991,3.06,203.4,310,106.2,655.35,288,8.9,655.35,1192,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702931.40865571, 1111985.78683089)
2025-10-12 10:36:33,5576.49,566301,3.051,203.6,310,106.1,655.35,288,8.92,655.35,1188,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702932.55276896, 1111982.48864616)
2025-10-12 10:36:34,5579.63,566611,3.051,203.6,310,106.1,655.35,288,8.92,655.35,1188,182,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702933.61996301, 1111979.52464452)
2025-10-12 10:36:35,5582.59,566922,3.06,203.6,311,106.2,655.35,288,8.9,655.35,1192,182,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702934.53758955, 1111976.97746434)
2025-10-12 10:36:36,5586.01,567233,3.06,203.6,311,106.2,655.35,288,8.9,655.35,1192,182,76,"running",0.5,"Ascona_Locarno_10k","race",c(2702935.75861365, 1111973.72718219)
2025-10-12 10:36:37,5589.31,567545,3.06,203.6,312,106.2,655.35,288,8.9,655.35,1192,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702937.24021767, 1111970.3881348)
2025-10-12 10:36:38,5592.46,567856,3.06,203.6,311,104.6,655.35,283,8.89,655.35,1177,183,78,"running",0,"Ascona_Locarno_10k","race",c(2702938.21171651, 1111967.33863611)
2025-10-12 10:36:39,5595.77,568168,3.06,203.6,312,104.6,655.35,283,8.89,655.35,1177,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702939.73089367, 1111964.45686575)
2025-10-12 10:36:40,5599.24,568482,3.07,203.6,314,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702940.99249985, 1111961.48684832)
2025-10-12 10:36:41,5602.11,568795,3.07,203.6,313,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702942.86653424, 1111958.68565942)
2025-10-12 10:36:42,5604.89,569108,3.07,203.6,313,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702944.9572091, 1111956.8573425)
2025-10-12 10:36:43,5607.51,569420,3.07,203.6,312,104.7,655.35,283,8.87,655.35,1180,182,78,"running",0,"Ascona_Locarno_10k","race",c(2702947.71589638, 1111955.35722478)
2025-10-12 10:36:44,5610.68,569730,3.07,203.6,310,104.7,655.35,283,8.87,655.35,1180,183,78,"running",0,"Ascona_Locarno_10k","race",c(2702951.18648238, 1111954.65201014)
2025-10-12 10:36:45,5613.6,570038,3.06,203.6,308,104.6,655.35,283,8.89,655.35,1177,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702954.06559324, 1111955.21347292)
2025-10-12 10:36:46,5616.65,570345,3.06,203.6,307,106.2,655.35,288,8.9,655.35,1192,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702956.83320548, 1111955.85691522)
2025-10-12 10:36:47,5619.8,570651,3.06,203.6,306,106.2,655.35,288,8.9,655.35,1192,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702959.86720971, 1111957.21313984)
2025-10-12 10:36:48,5622.64,570956,3.051,203.6,305,106.1,655.35,288,8.92,655.35,1188,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702962.56166777, 1111958.73134201)
2025-10-12 10:36:49,5625.33,571261,3.051,203.6,305,106.1,655.35,288,8.92,655.35,1188,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702964.51798396, 1111960.23700454)
2025-10-12 10:36:50,5628.25,571566,3.051,203.6,305,106.1,655.35,288,8.92,655.35,1188,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702966.88472169, 1111962.36470466)
2025-10-12 10:36:51,5630.88,571871,3.042,203.6,305,106,655.35,288,8.94,655.35,1185,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702968.75792478, 1111964.94997782)
2025-10-12 10:36:52,5634.32,572176,3.042,203.8,305,106,655.35,288,8.94,655.35,1185,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702970.38161236, 1111967.35394828)
2025-10-12 10:36:53,5637.65,572480,3.042,203.8,304,104.1,655.35,284,8.89,655.35,1169,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702972.06909792, 1111969.81491809)
2025-10-12 10:36:54,5640.05,572785,3.042,203.8,305,104.1,655.35,284,8.89,655.35,1169,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702973.91862833, 1111971.88723747)
2025-10-12 10:36:55,5642.61,573091,3.042,204,306,104.1,655.35,284,8.89,655.35,1169,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702975.68335053, 1111973.99539299)
2025-10-12 10:36:56,5645.61,573396,3.032,204,305,104,655.35,284,8.91,655.35,1166,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702977.74922568, 1111976.29504921)
2025-10-12 10:36:57,5648.97,573700,3.023,204,304,103.9,655.35,284,8.93,655.35,1162,183,78,"running",0.5,"Ascona_Locarno_10k","race",c(2702979.90921485, 1111978.77336921)
2025-10-12 10:36:58,5652.03,574005,3.023,204,305,103.9,655.35,284,8.93,655.35,1162,183,78,"running",0.5,"Ascona_Locarno_10k","race",c(2702982.71844904, 1111980.77812667)
2025-10-12 10:36:59,5655.32,574310,3.023,204,305,102,655.35,280,8.89,655.35,1148,183,78,"running",0.5,"Ascona_Locarno_10k","race",c(2702984.67788725, 1111982.86163622)
2025-10-12 10:37:00,5658.82,574616,3.023,204,306,102,655.35,280,8.89,655.35,1148,183,78,"running",0.5,"Ascona_Locarno_10k","race",c(2702986.59513389, 1111985.52221674)
2025-10-12 10:37:01,5661.79,574925,3.032,204,309,104,655.35,284,8.91,655.35,1166,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702989.21011608, 1111987.52367628)
2025-10-12 10:37:02,5664.9,575236,3.032,204.2,311,104,655.35,284,8.91,655.35,1166,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702991.24994, 1111989.45012854)
2025-10-12 10:37:03,5667.24,575547,3.032,204.2,311,104,655.35,284,8.91,655.35,1166,182,79,"running",0,"Ascona_Locarno_10k","race",c(2702992.80507974, 1111991.69451479)
2025-10-12 10:37:04,5670.7,575858,3.032,204.2,311,102.1,655.35,280,8.87,655.35,1151,182,79,"running",0,"Ascona_Locarno_10k","race",c(2702994.92714113, 1111994.49836601)
2025-10-12 10:37:05,5674.13,576170,3.032,204.2,312,104,655.35,284,8.91,655.35,1166,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702997.32052891, 1111996.96202069)
2025-10-12 10:37:06,5677.25,576482,3.032,204.2,312,104,655.35,284,8.91,655.35,1166,184,77,"running",0.5,"Ascona_Locarno_10k","race",c(2702999.20873313, 1111999.04432446)
2025-10-12 10:37:07,5680.5,576794,3.032,204.2,312,104,655.35,284,8.91,655.35,1166,184,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703001.16119262, 1112001.53776352)
2025-10-12 10:37:08,5683.46,577107,3.042,204.2,313,104.1,655.35,284,8.89,655.35,1169,184,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703003.58096683, 1112003.59182661)
2025-10-12 10:37:09,5686.29,577421,3.042,204.2,314,104.1,655.35,284,8.89,655.35,1169,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703005.01828384, 1112005.90876677)
2025-10-12 10:37:10,5689.14,577735,3.042,204.4,314,104.1,655.35,284,8.89,655.35,1169,183,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703006.79639235, 1112008.3712869)
2025-10-12 10:37:11,5691.81,578048,3.032,204.4,313,104,655.35,284,8.91,655.35,1166,182,78,"running",0.5,"Ascona_Locarno_10k","race",c(2703008.76698576, 1112011.32167508)
2025-10-12 10:37:12,5694.81,578360,3.032,204.4,312,102.1,655.35,280,8.87,655.35,1151,182,78,"running",0.5,"Ascona_Locarno_10k","race",c(2703010.17143179, 1112014.0481004)
2025-10-12 10:37:13,5698.05,578672,3.023,204.4,312,102,655.35,280,8.89,655.35,1148,182,78,"running",0.5,"Ascona_Locarno_10k","race",c(2703011.8074056, 1112016.48956785)
2025-10-12 10:37:14,5701.49,578986,3.023,204.4,314,102,655.35,280,8.89,655.35,1148,182,78,"running",0.5,"Ascona_Locarno_10k","race",c(2703014.16254398, 1112019.29738784)
2025-10-12 10:37:15,5704.47,579301,3.023,204.6,315,102,655.35,280,8.89,655.35,1148,181,79,"running",0,"Ascona_Locarno_10k","race",c(2703016.63394702, 1112021.36165307)
2025-10-12 10:37:16,5707.09,579617,3.032,204.6,316,102.1,655.35,280,8.87,655.35,1151,181,79,"running",0,"Ascona_Locarno_10k","race",c(2703019.26117135, 1112021.11741881)
2025-10-12 10:37:17,5709.88,579934,3.032,204.6,317,102.1,655.35,280,8.87,655.35,1151,181,79,"running",0,"Ascona_Locarno_10k","race",c(2703022.39741224, 1112020.26677473)
2025-10-12 10:37:18,5712.82,580251,3.023,204.8,317,102,655.35,280,8.89,655.35,1148,181,78,"running",0,"Ascona_Locarno_10k","race",c(2703025.11169857, 1112019.09210794)
2025-10-12 10:37:19,5715.44,580569,3.014,204.8,318,103.4,655.35,285,8.92,655.35,1159,181,78,"running",0,"Ascona_Locarno_10k","race",c(2703027.30183945, 1112017.88989344)
2025-10-12 10:37:20,5718.1,580887,3.014,204.8,318,103.4,655.35,285,8.92,655.35,1159,181,76,"running",0.5,"Ascona_Locarno_10k","race",c(2703029.77925068, 1112016.55277621)
2025-10-12 10:37:21,5721.16,581205,3.004,204.8,318,105.3,655.35,289,8.99,655.35,1170,180,76,"running",0.5,"Ascona_Locarno_10k","race",c(2703032.78920443, 1112014.7494371)
2025-10-12 10:37:22,5724.42,581521,2.995,204.6,316,105.2,655.35,289,9.01,655.35,1166,180,78,"running",0,"Ascona_Locarno_10k","race",c(2703035.58327205, 1112013.07289717)
2025-10-12 10:37:23,5727.65,581835,2.995,204.6,314,103.2,655.35,285,8.96,655.35,1151,180,78,"running",0,"Ascona_Locarno_10k","race",c(2703038.27673353, 1112011.59966929)
2025-10-12 10:37:24,5731.04,582148,2.995,204.4,313,103.2,655.35,285,8.96,655.35,1151,181,78,"running",0,"Ascona_Locarno_10k","race",c(2703040.96845388, 1112010.22892365)
2025-10-12 10:37:25,5734.57,582461,3.004,204.4,313,103.3,655.35,285,8.94,655.35,1155,181,78,"running",0,"Ascona_Locarno_10k","race",c(2703044.4796717, 1112008.27568741)
2025-10-12 10:37:26,5737.63,582775,3.014,204.4,314,103.4,655.35,285,8.92,655.35,1159,181,76,"running",0.5,"Ascona_Locarno_10k","race",c(2703046.73334178, 1112006.38494279)
2025-10-12 10:37:27,5740.91,583089,3.014,204.4,314,105.3,655.35,289,8.97,655.35,1174,180,76,"running",0.5,"Ascona_Locarno_10k","race",c(2703049.46409419, 1112004.62346017)
2025-10-12 10:37:28,5744.58,583404,3.023,204.4,315,105.4,655.35,289,8.95,655.35,1177,181,76,"running",0.5,"Ascona_Locarno_10k","race",c(2703052.2161942, 1112002.36842674)
2025-10-12 10:37:29,5748.15,583718,3.023,204.4,314,105.4,655.35,289,8.95,655.35,1177,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703054.17679782, 1111999.81104165)
2025-10-12 10:37:30,5751.22,584031,3.032,204.4,313,104,655.35,284,8.91,655.35,1166,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703056.4440575, 1111997.88325502)
2025-10-12 10:37:31,5753.96,584346,3.051,204.4,315,104.1,655.35,284,8.87,655.35,1173,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703058.55716822, 1111996.26037984)
2025-10-12 10:37:32,5756.69,584660,3.051,204.4,314,104.1,655.35,284,8.87,655.35,1173,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703060.87783486, 1111993.85822628)
2025-10-12 10:37:33,5758.57,584973,3.051,204.4,313,104.1,655.35,284,8.87,655.35,1173,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703062.63227367, 1111992.76044467)
2025-10-12 10:37:34,5762.1,585283,3.042,204.2,310,104.1,655.35,284,8.89,655.35,1169,182,78,"running",0,"Ascona_Locarno_10k","race",c(2703065.34600992, 1111990.47680714)
2025-10-12 10:37:35,5766.02,585590,3.032,204.2,307,104,655.35,284,8.91,655.35,1166,182,78,"running",0,"Ascona_Locarno_10k","race",c(2703068.2628677, 1111987.67475275)
2025-10-12 10:37:36,5768.98,585895,3.032,204.2,305,104,655.35,284,8.91,655.35,1166,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703070.84090958, 1111986.13434201)
2025-10-12 10:37:37,5772.26,586202,3.06,204.2,307,104.6,655.35,283,8.89,655.35,1177,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703073.62915987, 1111984.42044364)
2025-10-12 10:37:38,5775.95,586509,3.06,204.2,307,104.6,655.35,283,8.89,655.35,1177,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703076.92892827, 1111982.71524659)
2025-10-12 10:37:39,5779.74,586816,3.06,204.2,307,104.6,655.35,283,8.89,655.35,1177,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703080.15102188, 1111980.62664488)
2025-10-12 10:37:40,5782.87,587125,3.079,204.2,309,104.8,655.35,283,8.85,655.35,1184,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703082.50419153, 1111978.97990351)
2025-10-12 10:37:41,5786.6,587435,3.098,204.2,310,105.3,655.35,282,8.84,655.35,1191,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703085.56520893, 1111976.84196908)
2025-10-12 10:37:42,5790.05,587745,3.098,204.2,310,105.3,655.35,282,8.84,655.35,1191,182,79,"running",0,"Ascona_Locarno_10k","race",c(2703088.24169626, 1111974.46451639)
2025-10-12 10:37:43,5793.3,588058,3.126,204.2,313,103.6,655.35,278,8.73,655.35,1187,182,79,"running",0,"Ascona_Locarno_10k","race",c(2703090.61114835, 1111972.62235286)
2025-10-12 10:37:44,5796.51,588371,3.135,204.2,313,103.7,655.35,278,8.71,655.35,1190,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703093.23658695, 1111970.9616087)
2025-10-12 10:37:45,5799.96,588686,3.144,204.2,315,106.1,655.35,281,8.77,655.35,1209,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703095.89143633, 1111968.71425935)
2025-10-12 10:37:46,5802.85,589001,3.144,204.2,315,106.1,655.35,281,8.77,655.35,1209,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703098.19738864, 1111967.17855051)
2025-10-12 10:37:47,5805.48,589315,3.144,204.2,314,106.1,655.35,281,8.77,655.35,1209,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703100.54327773, 1111965.96037315)
2025-10-12 10:37:48,5808.34,589629,3.144,204.2,314,106.1,655.35,281,8.77,655.35,1209,182,78,"running",0.5,"Ascona_Locarno_10k","race",c(2703103.23677603, 1111964.48717413)
2025-10-12 10:37:49,5811.62,589941,3.135,204.2,312,105.6,655.35,282,8.76,655.35,1205,182,78,"running",0.5,"Ascona_Locarno_10k","race",c(2703105.70607844, 1111962.10620417)
2025-10-12 10:37:50,5814.55,590254,3.135,204.4,313,105.6,655.35,282,8.76,655.35,1205,182,78,"running",0.5,"Ascona_Locarno_10k","race",c(2703107.79410765, 1111960.43632324)
2025-10-12 10:37:51,5817.48,590568,3.135,204.4,314,105.6,655.35,282,8.76,655.35,1205,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703109.97579852, 1111958.59097262)
2025-10-12 10:37:52,5820.24,590882,3.126,204.4,314,105.5,655.35,282,8.78,655.35,1202,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703112.11520199, 1111956.18575409)
2025-10-12 10:37:53,5822.81,591197,3.126,204.6,315,105.5,655.35,282,8.78,655.35,1202,182,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703114.40155573, 1111955.04112225)
2025-10-12 10:37:54,5825.46,591511,3.116,204.6,314,105.5,655.35,282,8.8,655.35,1198,182,79,"running",0,"Ascona_Locarno_10k","race",c(2703116.73466146, 1111953.81341435)
2025-10-12 10:37:55,5828.45,591823,3.098,204.6,312,103,655.35,279,8.76,655.35,1176,182,79,"running",0,"Ascona_Locarno_10k","race",c(2703119.37499196, 1111951.6590195)
2025-10-12 10:37:56,5831.79,592135,3.088,204.6,312,103,655.35,279,8.78,655.35,1172,182,78,"running",0,"Ascona_Locarno_10k","race",c(2703121.41888749, 1111948.77690223)
2025-10-12 10:37:57,5834.76,592451,3.088,204.8,316,104.8,655.35,283,8.83,655.35,1187,182,78,"running",0,"Ascona_Locarno_10k","race",c(2703123.40411934, 1111947.05868158)
2025-10-12 10:37:58,5838.26,592769,3.088,204.8,318,104.8,655.35,283,8.83,655.35,1187,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703126.22036316, 1111945.22413416)
2025-10-12 10:37:59,5841.2,593090,3.088,205,321,106.8,655.35,287,8.88,655.35,1203,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703128.67351168, 1111943.79345207)
2025-10-12 10:38:00,5843.96,593413,3.088,205.2,323,106.8,655.35,287,8.88,655.35,1203,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703130.83436319, 1111942.0316265)
2025-10-12 10:38:01,5846.9,593739,3.088,205.2,326,106.8,655.35,287,8.88,655.35,1203,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703133.16736937, 1111940.04907163)
2025-10-12 10:38:02,5849.75,594067,3.088,205.4,328,106.8,655.35,287,8.88,655.35,1203,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703135.43480948, 1111938.49408291)
2025-10-12 10:38:03,5852.73,594396,3.079,205.4,329,106.7,655.35,287,8.9,655.35,1199,181,76,"running",0,"Ascona_Locarno_10k","race",c(2703138.2145639, 1111936.90121797)
2025-10-12 10:38:04,5855.44,594727,3.079,205.4,331,108.4,655.35,292,8.92,655.35,1215,181,76,"running",0,"Ascona_Locarno_10k","race",c(2703140.53993809, 1111935.74794067)
2025-10-12 10:38:05,5858.81,595059,3.07,205.4,332,108.3,655.35,292,8.94,655.35,1211,181,76,"running",0.5,"Ascona_Locarno_10k","race",c(2703143.44697421, 1111934.28771242)
2025-10-12 10:38:06,5861.83,595391,3.07,205.4,332,106.7,655.35,287,8.92,655.35,1196,181,77,"running",0.5,"Ascona_Locarno_10k","race",c(2703146.09929508, 1111932.57153319)
