"timestamp","distance","accumulated_power","enhanced_speed","enhanced_altitude","power","vertical_oscillation","stance_time_percent","stance_time","vertical_ratio","stance_time_balance","step_length","heart_rate","cadence","activity_type","fractional_cadence","run_id","context","geometry"
2025-10-12 10:04:54,0,NA,0,205.8,0,6553.5,655.35,6553.5,655.35,655.35,6553.5,84,0,"running",0,"Ascona_Locarno_10k","race",c(2704885.93678618, 1114036.23320298)
2025-10-12 10:04:55,0.34,NA,0,206,0,6553.5,655.35,6553.5,655.35,655.35,6553.5,84,0,"running",0,"Ascona_Locarno_10k","race",c(2704885.27959358, 1114035.29922542)
2025-10-12 10:04:56,0.34,NA,0,206,0,6553.5,655.35,6553.5,655.35,655.35,6553.5,83,0,"running",0,"Ascona_Locarno_10k","race",c(2704885.43669154, 1114034.82666654)
2025-10-12 10:04:57,0.34,NA,0,206,0,6553.5,655.35,6553.5,655.35,655.35,6553.5,83,0,"running",0,"Ascona_Locarno_10k","race",c(2704885.62230299, 1114034.95102944)
2025-10-12 10:04:58,0.34,NA,0,206,0,6553.5,655.35,6553.5,655.35,655.35,6553.5,83,0,"running",0,"Ascona_Locarno_10k","race",c(2704885.64075334, 1114035.00726401)
2025-10-12 10:06:09,0.34,237,2.221,205.8,65535,94.3,655.35,333,10.19,655.35,925,77,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704836.17885027, 1114024.65489157)
2025-10-12 10:06:10,2.71,508,2.529,205.8,271,101.3,655.35,320,9.75,655.35,1039,77,73,"running",0,"Ascona_Locarno_10k","race",c(2704834.45427223, 1114023.29240484)
2025-10-12 10:06:11,5.49,753,2.277,205.8,245,94.7,655.35,326,10.12,655.35,935,78,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704831.7103264, 1114023.21696593)
2025-10-12 10:06:12,8.16,993,2.277,205.8,240,94.7,655.35,326,10.12,655.35,935,78,74,"running",0,"Ascona_Locarno_10k","race",c(2704828.59826655, 1114023.46133026)
2025-10-12 10:06:13,10.98,1266,2.575,205.8,273,100.8,655.35,314,9.66,655.35,1044,79,74,"running",0,"Ascona_Locarno_10k","race",c(2704825.77973576, 1114023.58030642)
2025-10-12 10:06:14,13.44,1532,2.603,205.8,266,101.6,655.35,313,9.63,655.35,1055,79,74,"running",0,"Ascona_Locarno_10k","race",c(2704823.47980307, 1114023.28889343)
2025-10-12 10:06:15,15.63,1805,2.575,205.8,273,100.8,655.35,314,9.66,655.35,1044,80,74,"running",0,"Ascona_Locarno_10k","race",c(2704821.51787693, 1114022.54668933)
2025-10-12 10:06:16,18.3,2068,2.501,205.8,263,99.3,655.35,315,9.8,655.35,1013,80,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704818.77229367, 1114022.19165233)
2025-10-12 10:06:17,21.29,2322,2.501,205.8,254,100.5,655.35,321,9.77,655.35,1027,81,73,"running",0,"Ascona_Locarno_10k","race",c(2704815.81617311, 1114021.65590946)
2025-10-12 10:06:18,24.25,2587,2.594,205.8,265,102.7,655.35,319,9.63,655.35,1065,81,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704812.80241684, 1114020.70912665)
2025-10-12 10:06:19,26.71,2893,2.855,206,306,109.2,655.35,312,9.31,655.35,1173,82,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704810.55053151, 1114020.26012366)
2025-10-12 10:06:20,29.06,3203,2.855,206,310,109.2,655.35,312,9.31,655.35,1173,84,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704808.27127866, 1114019.52175324)
2025-10-12 10:06:21,31.5,3487,2.687,206,284,105.3,655.35,316,9.53,655.35,1104,86,72,"running",0,"Ascona_Locarno_10k","race",c(2704806.04560578, 1114019.05456704)
2025-10-12 10:06:22,33.95,3747,2.547,206,260,102.8,655.35,326,9.69,655.35,1061,88,72,"running",0,"Ascona_Locarno_10k","race",c(2704803.60147189, 1114018.49041059)
2025-10-12 10:06:23,36.56,4005,2.519,206,258,102.4,655.35,326,9.75,655.35,1049,89,72,"running",0,"Ascona_Locarno_10k","race",c(2704800.81968067, 1114018.7311834)
2025-10-12 10:06:24,38.87,4263,2.519,206,258,102.4,655.35,326,9.75,655.35,1049,91,72,"running",0,"Ascona_Locarno_10k","race",c(2704798.62991604, 1114018.05959898)
2025-10-12 10:06:25,41.42,4521,2.519,206,258,102.4,655.35,326,9.75,655.35,1049,92,70,"running",0.5,"Ascona_Locarno_10k","race",c(2704796.12054393, 1114017.14950713)
2025-10-12 10:06:26,43.8,4780,2.519,206,259,103.6,655.35,332,9.74,655.35,1064,94,70,"running",0,"Ascona_Locarno_10k","race",c(2704793.97753761, 1114016.39486054)
2025-10-12 10:06:27,46.66,5031,2.51,206,251,96.5,655.35,361,8.97,655.35,1075,95,70,"running",0,"Ascona_Locarno_10k","race",c(2704791.09199439, 1114016.27039488)
2025-10-12 10:06:28,49.35,5283,2.519,206,252,96.7,655.35,361,8.95,655.35,1079,97,70,"running",0,"Ascona_Locarno_10k","race",c(2704788.30268209, 1114015.44865602)
2025-10-12 10:06:29,51.96,5539,2.547,206,256,97.5,655.35,360,8.93,655.35,1091,98,70,"running",0.5,"Ascona_Locarno_10k","race",c(2704785.85481184, 1114014.72601598)
2025-10-12 10:06:30,54.36,5805,2.566,206,266,104.9,655.35,331,9.67,655.35,1084,99,71,"running",0,"Ascona_Locarno_10k","race",c(2704783.88898393, 1114013.83464972)
2025-10-12 10:06:31,56.31,6072,2.566,206,267,104.9,655.35,331,9.67,655.35,1084,100,71,"running",0,"Ascona_Locarno_10k","race",c(2704782.21912821, 1114013.05091417)
2025-10-12 10:06:32,58.23,6338,2.566,206,266,104.9,655.35,331,9.67,655.35,1084,101,72,"running",0,"Ascona_Locarno_10k","race",c(2704780.41962895, 1114011.90148857)
2025-10-12 10:06:33,60.68,6598,2.538,206,260,102.7,655.35,326,9.71,655.35,1057,102,72,"running",0,"Ascona_Locarno_10k","race",c(2704777.82446729, 1114010.71034503)
2025-10-12 10:06:34,63.87,6856,2.51,206,258,102.2,655.35,326,9.77,655.35,1045,103,71,"running",0,"Ascona_Locarno_10k","race",c(2704775.10127235, 1114009.0603482)
2025-10-12 10:06:35,66.63,7114,2.51,206,258,103.1,655.35,333,9.72,655.35,1060,104,71,"running",0,"Ascona_Locarno_10k","race",c(2704773.28796357, 1114007.21174694)
2025-10-12 10:06:36,69.02,7378,2.566,206,264,104.9,655.35,331,9.67,655.35,1084,105,71,"running",0,"Ascona_Locarno_10k","race",c(2704771.57789513, 1114005.38357002)
2025-10-12 10:06:37,71.89,7643,2.566,206,265,104.9,655.35,331,9.67,655.35,1084,106,72,"running",0,"Ascona_Locarno_10k","race",c(2704769.60128763, 1114003.24325104)
2025-10-12 10:06:38,75.34,7914,2.594,206,271,104.4,655.35,324,9.66,655.35,1080,107,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704767.32851567, 1114000.63185178)
2025-10-12 10:06:39,78.56,8186,2.603,206,272,103.2,655.35,318,9.65,655.35,1069,108,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704764.83376387, 1113998.50121249)
2025-10-12 10:06:40,81.49,8480,2.762,206,294,106.8,655.35,315,9.41,655.35,1135,109,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704763.10588318, 1113996.57953816)
2025-10-12 10:06:41,84.52,8783,2.818,206,303,108.3,655.35,313,9.35,655.35,1158,110,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704761.30709469, 1113994.26523235)
2025-10-12 10:06:42,87.54,9084,2.818,206,301,108.3,655.35,313,9.35,655.35,1158,110,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704759.31836872, 1113992.45087882)
2025-10-12 10:06:43,90.34,9387,2.827,206,303,108.5,655.35,313,9.33,655.35,1161,111,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704757.67199476, 1113989.93418756)
2025-10-12 10:06:44,92.95,9684,2.837,206.2,297,108.6,655.35,313,9.31,655.35,1165,112,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704755.7009125, 1113988.22265139)
2025-10-12 10:06:45,95.23,9977,2.827,206.2,293,108.5,655.35,313,9.33,655.35,1161,112,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704754.13519604, 1113986.6579128)
2025-10-12 10:06:46,97.93,10268,2.809,206.2,291,107.8,655.35,314,9.34,655.35,1154,113,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704752.05256649, 1113984.28278687)
2025-10-12 10:06:47,101.3,10555,2.781,206.2,287,107.4,655.35,314,9.4,655.35,1142,114,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704749.60643554, 1113981.2117569)
2025-10-12 10:06:48,104.71,10842,2.781,206.2,287,107.4,655.35,314,9.4,655.35,1142,114,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704747.66185386, 1113979.09063743)
2025-10-12 10:06:49,107.53,11132,2.799,206.2,290,107.7,655.35,314,9.36,655.35,1150,115,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704746.01453455, 1113977.00261569)
2025-10-12 10:06:50,110.26,11425,2.818,206.2,293,108.3,655.35,313,9.35,655.35,1158,116,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704744.40943322, 1113974.71962142)
2025-10-12 10:06:51,113.38,11719,2.818,206.2,294,108.3,655.35,313,9.35,655.35,1158,116,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704742.70167297, 1113971.63340271)
2025-10-12 10:06:52,116.7,12014,2.818,206.2,295,108.3,655.35,313,9.35,655.35,1158,117,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704741.09976025, 1113968.79131332)
2025-10-12 10:06:53,119.36,12310,2.827,206.2,296,108.5,655.35,313,9.33,655.35,1161,117,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704740.2709042, 1113966.54969807)
2025-10-12 10:06:54,121.84,12607,2.837,206.2,297,108.6,655.35,313,9.31,655.35,1165,118,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704740.00257167, 1113964.09411307)
2025-10-12 10:06:55,124.37,12903,2.837,206.2,296,108.6,655.35,313,9.31,655.35,1165,118,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704739.03778621, 1113961.85014799)
2025-10-12 10:06:56,127.09,13197,2.827,206.2,294,108.5,655.35,313,9.33,655.35,1161,118,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704738.16697101, 1113959.0393373)
2025-10-12 10:06:57,130.4,13490,2.818,206.2,293,108.3,655.35,313,9.35,655.35,1158,119,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704737.11169581, 1113956.41172152)
2025-10-12 10:06:58,132.29,13783,2.818,206.2,293,108.3,655.35,313,9.35,655.35,1158,119,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704736.23887616, 1113954.84032822)
2025-10-12 10:06:59,134.05,14076,2.818,206.2,293,108.3,655.35,313,9.35,655.35,1158,119,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704735.75793612, 1113952.69792023)
2025-10-12 10:07:00,136.66,14367,2.809,206.2,291,107.8,655.35,314,9.34,655.35,1154,120,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704734.46706134, 1113950.21533893)
2025-10-12 10:07:01,139.06,14655,2.781,206.4,288,107.4,655.35,314,9.4,655.35,1142,120,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704733.28152177, 1113947.63206785)
2025-10-12 10:07:02,141.44,14943,2.771,206.4,288,107.3,655.35,314,9.42,655.35,1138,120,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704732.23422584, 1113945.66625312)
2025-10-12 10:07:03,143.59,15231,2.762,206.4,288,106.8,655.35,315,9.41,655.35,1135,121,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704731.65442002, 1113943.6246474)
2025-10-12 10:07:04,145.72,15519,2.753,206.6,288,106.6,655.35,315,9.43,655.35,1131,121,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704730.63752347, 1113941.39842127)
2025-10-12 10:07:05,148.39,15807,2.734,206.8,288,106.4,655.35,315,9.47,655.35,1123,121,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704730.17661206, 1113938.84631582)
2025-10-12 10:07:06,151.14,16097,2.725,207,290,105.8,655.35,316,9.45,655.35,1119,122,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704729.71180422, 1113936.14503607)
2025-10-12 10:07:07,153.46,16390,2.725,207.2,293,105.8,655.35,316,9.45,655.35,1119,122,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704728.71628749, 1113934.18011708)
2025-10-12 10:07:08,155.82,16685,2.715,207.4,295,105.7,655.35,316,9.47,655.35,1115,122,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704727.61231187, 1113931.74736411)
2025-10-12 10:07:09,159.18,16982,2.706,207.6,297,105.6,655.35,316,9.49,655.35,1112,123,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704726.00664589, 1113928.74678791)
2025-10-12 10:07:10,162.67,17282,2.706,207.8,300,105.6,655.35,316,9.49,655.35,1112,123,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704724.46003881, 1113925.70063713)
2025-10-12 10:07:11,165.17,17586,2.706,207.8,304,105.6,655.35,316,9.49,655.35,1112,123,75,"running",0,"Ascona_Locarno_10k","race",c(2704723.57230189, 1113923.8680507)
2025-10-12 10:07:12,167.71,17893,2.715,208,307,102.8,655.35,305,9.47,655.35,1086,124,75,"running",0,"Ascona_Locarno_10k","race",c(2704722.82915847, 1113921.16196031)
2025-10-12 10:07:13,170.65,18210,2.715,208.2,317,102.8,655.35,305,9.47,655.35,1086,124,75,"running",0,"Ascona_Locarno_10k","race",c(2704721.71042957, 1113918.45869708)
2025-10-12 10:07:14,173.79,18536,2.715,208.2,326,102.8,655.35,305,9.47,655.35,1086,124,75,"running",0,"Ascona_Locarno_10k","race",c(2704720.01127019, 1113915.99701927)
2025-10-12 10:07:15,176.13,18872,2.725,208.4,336,102.9,655.35,305,9.44,655.35,1089,125,74,"running",0,"Ascona_Locarno_10k","race",c(2704718.79763457, 1113914.28926902)
2025-10-12 10:07:16,178.36,19216,2.725,208.6,344,104.5,655.35,310,9.46,655.35,1104,125,74,"running",0,"Ascona_Locarno_10k","race",c(2704717.93092296, 1113912.36385503)
2025-10-12 10:07:17,180.33,19567,2.725,208.6,351,104.5,655.35,310,9.46,655.35,1104,126,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704717.08037705, 1113910.25233686)
2025-10-12 10:07:18,182.97,19922,2.706,208.8,355,105.6,655.35,316,9.49,655.35,1112,126,72,"running",0.5,"Ascona_Locarno_10k","race",c(2704715.81875797, 1113907.57456255)
2025-10-12 10:07:19,185.23,20277,2.678,209,355,104.8,655.35,317,9.52,655.35,1100,127,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704714.77821217, 1113905.21746188)
2025-10-12 10:07:20,188.19,20634,2.678,209,357,104.8,655.35,317,9.52,655.35,1100,127,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704713.66353399, 1113902.65405803)
2025-10-12 10:07:21,191.74,20989,2.669,209,355,104.6,655.35,317,9.54,655.35,1096,128,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704712.36352578, 1113899.57489597)
2025-10-12 10:07:22,195.2,21340,2.669,208.8,351,104.6,655.35,317,9.54,655.35,1096,128,74,"running",0,"Ascona_Locarno_10k","race",c(2704710.50652936, 1113896.50474589)
2025-10-12 10:07:23,198.75,21691,2.706,208.8,351,103.9,655.35,311,9.47,655.35,1096,128,74,"running",0,"Ascona_Locarno_10k","race",c(2704708.91263145, 1113893.19684475)
2025-10-12 10:07:24,201.92,22042,2.734,208.6,351,104.7,655.35,310,9.44,655.35,1108,129,75,"running",0,"Ascona_Locarno_10k","race",c(2704707.99586959, 1113890.79528877)
2025-10-12 10:07:25,205.21,22390,2.762,208.6,348,103.8,655.35,304,9.39,655.35,1104,129,75,"running",0,"Ascona_Locarno_10k","race",c(2704706.40976201, 1113887.78573691)
2025-10-12 10:07:26,208.64,22733,2.781,208.6,343,104,655.35,304,9.35,655.35,1112,130,76,"running",0,"Ascona_Locarno_10k","race",c(2704704.44433028, 1113884.62052287)
2025-10-12 10:07:27,211.63,23068,2.79,208.6,335,102.6,655.35,299,9.31,655.35,1101,130,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704702.84092631, 1113881.86229108)
2025-10-12 10:07:28,215.05,23398,2.818,208.6,330,101.4,655.35,294,9.24,655.35,1097,130,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704701.2250908, 1113879.44865475)
2025-10-12 10:07:29,217.58,23719,2.818,208.4,321,101.4,655.35,294,9.24,655.35,1097,131,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704699.41574475, 1113877.36716537)
2025-10-12 10:07:30,220.56,24037,2.837,208.4,318,102,655.35,293,9.23,655.35,1105,131,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704697.3811021, 1113874.83446227)
2025-10-12 10:07:31,222.96,24354,2.865,208.4,317,102.7,655.35,292,9.2,655.35,1116,131,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704696.15176885, 1113873.28487164)
2025-10-12 10:07:32,225.95,24662,2.846,208.4,308,102.1,655.35,293,9.21,655.35,1108,131,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704694.65224594, 1113870.50979891)
2025-10-12 10:07:33,229.36,24964,2.837,208.4,302,102,655.35,293,9.23,655.35,1105,132,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704693.1750381, 1113867.56736686)
2025-10-12 10:07:34,232.13,25262,2.837,208.4,298,102,655.35,293,9.23,655.35,1105,132,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704692.29368904, 1113864.98936083)
2025-10-12 10:07:35,234.89,25565,2.893,208.4,303,103,655.35,292,9.14,655.35,1126,132,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704691.98047071, 1113862.13227762)
2025-10-12 10:07:36,238.1,25867,2.893,208.4,302,103,655.35,292,9.14,655.35,1126,132,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704691.37175311, 1113859.13961957)
2025-10-12 10:07:37,241.27,26168,2.893,208.4,301,104.9,655.35,296,9.19,655.35,1141,132,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704689.88967771, 1113856.1039124)
2025-10-12 10:07:38,244.24,26474,2.939,208.2,306,105.8,655.35,295,9.12,655.35,1160,132,76,"running",0,"Ascona_Locarno_10k","race",c(2704688.71330912, 1113853.36238289)
2025-10-12 10:07:39,246.98,26777,2.958,208.2,303,106,655.35,295,9.08,655.35,1167,132,76,"running",0,"Ascona_Locarno_10k","race",c(2704688.37245943, 1113850.98010088)
2025-10-12 10:07:40,249.31,27078,2.958,208,301,106,655.35,295,9.08,655.35,1167,132,76,"running",0,"Ascona_Locarno_10k","race",c(2704687.15487056, 1113848.75041461)
2025-10-12 10:07:41,252.3,27372,2.921,207.8,294,107.3,655.35,300,9.18,655.35,1168,132,75,"running",0,"Ascona_Locarno_10k","race",c(2704685.86456267, 1113845.8578099)
2025-10-12 10:07:42,254.97,27657,2.865,207.8,285,105.8,655.35,302,9.24,655.35,1145,132,75,"running",0,"Ascona_Locarno_10k","race",c(2704685.15617092, 1113843.0125372)
2025-10-12 10:07:43,257.62,27937,2.827,207.6,280,105,655.35,303,9.28,655.35,1130,133,75,"running",0,"Ascona_Locarno_10k","race",c(2704684.64666782, 1113840.27321221)
2025-10-12 10:07:44,260.68,28215,2.827,207.4,278,105,655.35,303,9.28,655.35,1130,133,75,"running",0,"Ascona_Locarno_10k","race",c(2704684.29006557, 1113837.30354961)
2025-10-12 10:07:45,263.75,28491,2.827,207.2,276,105,655.35,303,9.28,655.35,1130,133,74,"running",0,"Ascona_Locarno_10k","race",c(2704683.40529354, 1113834.54842132)
2025-10-12 10:07:46,266.56,28770,2.865,207.2,279,107.5,655.35,307,9.26,655.35,1161,133,74,"running",0,"Ascona_Locarno_10k","race",c(2704682.5656701, 1113831.80339246)
2025-10-12 10:07:47,269.18,29052,2.883,207,282,108.2,655.35,306,9.25,655.35,1168,132,74,"running",0,"Ascona_Locarno_10k","race",c(2704682.00876162, 1113829.18439802)
2025-10-12 10:07:48,271.7,29332,2.883,206.8,280,108.2,655.35,306,9.25,655.35,1168,133,74,"running",0,"Ascona_Locarno_10k","race",c(2704681.86499277, 1113826.63777636)
2025-10-12 10:07:49,274.73,29602,2.827,206.6,270,106.7,655.35,308,9.31,655.35,1146,133,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704681.92262131, 1113823.30250381)
2025-10-12 10:07:50,277.85,29868,2.827,206.4,266,108.5,655.35,313,9.33,655.35,1161,133,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704681.09832187, 1113820.04518475)
2025-10-12 10:07:51,280.78,30131,2.846,206.2,263,108.7,655.35,313,9.29,655.35,1169,133,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704680.17213249, 1113817.43844832)
2025-10-12 10:07:52,283.45,30398,2.911,206.2,267,110.4,655.35,311,9.22,655.35,1196,133,73,"running",0.5,"Ascona_Locarno_10k","race",c(2704680.201717, 1113815.35146201)
2025-10-12 10:07:53,286.23,30665,2.911,206,267,110.4,655.35,311,9.22,655.35,1196,133,74,"running",0,"Ascona_Locarno_10k","race",c(2704679.71250085, 1113813.31142689)
2025-10-12 10:07:54,289.17,30925,2.883,206,260,108.2,655.35,306,9.25,655.35,1168,133,75,"running",0,"Ascona_Locarno_10k","race",c(2704679.43573034, 1113810.96752935)
2025-10-12 10:07:55,292.17,31181,2.883,206,256,106.5,655.35,301,9.23,655.35,1153,133,75,"running",0,"Ascona_Locarno_10k","race",c(2704679.0498854, 1113808.56583213)
2025-10-12 10:07:56,295.26,31435,2.883,206,254,106.5,655.35,301,9.23,655.35,1153,133,76,"running",0,"Ascona_Locarno_10k","race",c(2704679.16832001, 1113806.58289199)
2025-10-12 10:07:57,298.2,31689,2.883,206,254,104.8,655.35,296,9.21,655.35,1138,133,76,"running",0,"Ascona_Locarno_10k","race",c(2704679.42526201, 1113804.45323804)
2025-10-12 10:07:58,301.13,31944,2.883,206,255,104.8,655.35,296,9.21,655.35,1138,133,76,"running",0,"Ascona_Locarno_10k","race",c(2704678.04998714, 1113801.60576303)
2025-10-12 10:07:59,303.91,32202,2.893,206,258,104.9,655.35,296,9.19,655.35,1141,133,76,"running",0,"Ascona_Locarno_10k","race",c(2704677.41069576, 1113798.88283463)
2025-10-12 10:08:00,306.67,32461,2.893,206,259,104.9,655.35,296,9.19,655.35,1141,133,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704677.44165925, 1113795.96646465)
2025-10-12 10:08:01,309.28,32721,2.893,206,260,103,655.35,292,9.14,655.35,1126,133,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704677.24413764, 1113793.1579772)
2025-10-12 10:08:02,312.17,32983,2.893,206,262,103,655.35,292,9.14,655.35,1126,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704677.18158217, 1113790.40773675)
2025-10-12 10:08:03,314.72,33247,2.893,206,264,103,655.35,292,9.14,655.35,1126,133,78,"running",0,"Ascona_Locarno_10k","race",c(2704674.96994541, 1113788.74798709)
2025-10-12 10:08:04,316.87,33512,2.893,206,265,101.1,655.35,288,9.09,655.35,1112,133,78,"running",0,"Ascona_Locarno_10k","race",c(2704674.48777282, 1113785.92526257)
2025-10-12 10:08:05,318.65,33778,2.893,206,266,101.1,655.35,288,9.09,655.35,1112,134,77,"running",0.5,"Ascona_Locarno_10k","race",c(2704674.79537081, 1113783.8617179)
2025-10-12 10:08:06,321.1,34047,2.883,206,269,102.9,655.35,292,9.16,655.35,1123,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704675.07872121, 1113782.07732986)
2025-10-12 10:08:07,322.94,34317,2.874,206,270,102.8,655.35,292,9.18,655.35,1119,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704674.50316725, 1113780.91180692)
2025-10-12 10:08:08,323.78,34588,2.874,206,271,102.8,655.35,292,9.18,655.35,1119,133,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704673.18434806, 1113779.66820836)
2025-10-12 10:08:09,324.9,34860,2.865,206,272,102.7,655.35,292,9.2,655.35,1116,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704672.42973434, 1113777.62358863)
2025-10-12 10:08:10,325.89,35131,2.846,206,271,102.1,655.35,293,9.21,655.35,1108,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704671.60794127, 1113775.34482874)
2025-10-12 10:08:11,328.42,35402,2.827,206,271,101.9,655.35,293,9.25,655.35,1101,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704669.97398877, 1113771.72871345)
2025-10-12 10:08:12,337.17,35669,2.79,205.8,267,101.1,655.35,294,9.3,655.35,1086,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704659.72992644, 1113770.64778076)
2025-10-12 10:08:13,345.13,35937,2.79,205.8,268,101.1,655.35,294,9.3,655.35,1086,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704651.40590554, 1113771.24020713)
2025-10-12 10:08:14,350.63,36215,2.865,205.8,278,102.7,655.35,292,9.2,655.35,1116,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704646.69495148, 1113770.32942772)
2025-10-12 10:08:15,356.8,36512,2.986,206,297,105.1,655.35,289,9.03,655.35,1163,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704641.39695876, 1113770.04221736)
2025-10-12 10:08:16,361.26,36946,4.143,206,434,123,655.35,260,7.62,655.35,1614,134,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704636.47245441, 1113771.37368097)
2025-10-12 10:08:17,365.38,37397,4.264,206,451,124.7,655.35,256,7.51,655.35,1661,135,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704633.19539358, 1113771.79236259)
2025-10-12 10:08:18,368.95,37839,4.143,206,442,123,655.35,260,7.62,655.35,1614,135,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704630.10790578, 1113771.35695494)
2025-10-12 10:08:19,372.61,38282,4.115,206,443,122.9,655.35,260,7.67,655.35,1603,136,78,"running",0,"Ascona_Locarno_10k","race",c(2704626.63750889, 1113770.59808407)
2025-10-12 10:08:20,375.7,38654,3.76,206,372,115.6,655.35,266,7.99,655.35,1446,136,78,"running",0,"Ascona_Locarno_10k","race",c(2704623.21165532, 1113770.25934766)
2025-10-12 10:08:21,379.06,39026,3.742,206,372,115.6,655.35,266,8.03,655.35,1439,136,77,"running",0.5,"Ascona_Locarno_10k","race",c(2704620.07946085, 1113769.41312904)
2025-10-12 10:08:22,382.09,39367,3.424,205.8,341,113,655.35,278,8.47,655.35,1334,137,76,"running",0.5,"Ascona_Locarno_10k","race",c(2704617.41348119, 1113768.5656433)
2025-10-12 10:08:23,385.01,39706,3.406,205.8,339,112.5,655.35,279,8.47,655.35,1326,137,76,"running",0,"Ascona_Locarno_10k","race",c(2704614.58551533, 1113767.72468088)
2025-10-12 10:08:24,387.92,40029,3.238,205.8,323,111.4,655.35,288,8.72,655.35,1278,137,75,"running",0,"Ascona_Locarno_10k","race",c(2704611.80768553, 1113766.60500997)
2025-10-12 10:08:25,390.37,40340,3.107,205.8,311,110.9,655.35,296,8.92,655.35,1242,137,75,"running",0,"Ascona_Locarno_10k","race",c(2704609.38345607, 1113765.6312335)
2025-10-12 10:08:26,393.41,40644,3.032,205.8,304,109.3,655.35,298,9.01,655.35,1212,138,76,"running",0,"Ascona_Locarno_10k","race",c(2704606.96807296, 1113764.14505565)
2025-10-12 10:08:27,396.38,40935,2.911,205.8,291,105.1,655.35,296,9.15,655.35,1149,138,76,"running",0,"Ascona_Locarno_10k","race",c(2704604.42282941, 1113761.92974037)
